,boxscore
3743,2019-12-07-21-texas-el-paso
4834,2019-12-07-22-cal-poly
443,2019-12-07-22-california-irvine
1631,2019-12-07-22-loyola-marymount
4663,2019-12-07-22-san-diego
518,2019-12-07-22-seattle
1188,2019-12-08-12-south-carolina
3709,2019-12-08-13-niagara
1090,2019-12-08-13-tulane
2580,2019-12-08-14-akron
4799,2019-12-08-14-fairfield
2879,2019-12-08-14-florida-state
2537,2019-12-08-14-furman
810,2019-12-08-14-hartford
3513,2019-12-08-14-ohio
1131,2019-12-08-14-oklahoma-state
2567,2019-12-08-14-toledo
2699,2019-12-08-14-valparaiso
697,2019-12-08-15-san-diego-state
3876,2019-12-08-15-texas
1015,2019-12-08-16-louisiana-state
3324,2019-12-08-17-depaul
1172,2019-12-08-17-northern-arizona
4454,2019-12-08-17-purdue
1300,2019-12-08-17-sam-houston-state
3853,2019-12-08-18-eastern-washington
2126,2019-12-08-18-grand-canyon
4526,2019-12-08-19-michigan-state
2892,2019-12-08-19-northern-kentucky
4192,2019-12-08-21-iowa-state
1673,2019-12-09-19-duquesne
4405,2019-12-09-20-iowa
2466,2019-12-09-20-south-dakota
1838,2019-12-10-12-fordham
3699,2019-12-10-15-st-francis-ny
1944,2019-12-10-19-arkansas-little-rock
4612,2019-12-10-19-boston-college
4895,2019-12-10-19-hofstra
3712,2019-12-10-19-louisville
1267,2019-12-10-19-mcneese-state
2500,2019-12-10-19-notre-dame
4381,2019-12-10-19-penn-state
1798,2019-12-10-19-temple
4579,2019-12-10-19-towson
2146,2019-12-10-20-central-florida
2110,2019-12-10-20-kansas
828,2019-12-10-20-louisiana-monroe
5014,2019-12-10-21-baylor
2242,2019-12-10-21-brigham-young
2225,2019-12-10-21-colorado-state
929,2019-12-10-21-connecticut
1465,2019-12-10-21-denver
4240,2019-12-11-19-colgate
4727,2019-12-11-19-maine
2598,2019-12-11-19-massachusetts
3184,2019-12-11-19-njit
2179,2019-12-11-19-rutgers
3980,2019-12-11-19-south-carolina-state
890,2019-12-11-20-houston
997,2019-12-11-20-jacksonville-state
2467,2019-12-11-20-kansas-state
744,2019-12-11-20-missouri-state
1578,2019-12-11-20-texas-christian
553,2019-12-11-20-tulsa
3939,2019-12-11-20-virginia-tech
2951,2019-12-11-21-illinois
1630,2019-12-11-22-cal-state-fullerton
374,2019-12-11-22-cal-state-northridge
1662,2019-12-12-19-west-virginia
2593,2019-12-12-19-wright-state
1552,2019-12-12-20-iowa-state
2130,2019-12-12-21-grand-canyon
4431,2019-12-13-20-indiana
1562,2019-12-14-11-kansas-state
2591,2019-12-14-12-butler
3274,2019-12-14-12-howard
638,2019-12-14-12-iupui
2884,2019-12-14-12-louisville
3301,2019-12-14-12-oakland
1236,2019-12-14-13-arkansas
3410,2019-12-14-13-boston-university
3009,2019-12-14-13-georgetown
2714,2019-12-14-14-buffalo
4661,2019-12-14-14-canisius
1370,2019-12-14-14-coastal-carolina
5020,2019-12-14-14-depaul
4464,2019-12-14-14-hartford
3161,2019-12-14-14-la-salle
3426,2019-12-14-14-miami-fl
1224,2019-12-14-14-north-carolina-asheville
3909,2019-12-14-14-penn-state
1749,2019-12-14-14-radford
3196,2019-12-14-14-st-francis-ny
2706,2019-12-14-14-texas
223,2019-12-14-14-villanova
49,2019-12-14-14-west-virginia
1458,2019-12-14-15-denver
2497,2019-12-14-15-detroit-mercy
3551,2019-12-14-15-mississippi
3810,2019-12-14-15-southern-mississippi
3646,2019-12-14-15-tennessee
62,2019-12-14-15-texas-christian
1762,2019-12-14-16-auburn
5172,2019-12-14-16-east-carolina
4932,2019-12-14-16-florida-atlantic
4195,2019-12-14-16-rutgers
5114,2019-12-14-16-southern-utah
4537,2019-12-14-16-wake-forest
1275,2019-12-14-17-kansas
2905,2019-12-14-17-kentucky
2447,2019-12-14-18-boise-state
1586,2019-12-14-18-furman
3607,2019-12-14-18-illinois
1145,2019-12-14-18-wichita-state
234,2019-12-14-19-albany-ny
3398,2019-12-14-19-cincinnati
1922,2019-12-14-19-dayton
2143,2019-12-14-19-green-bay
1294,2019-12-14-19-idaho
4320,2019-12-14-19-manhattan
2169,2019-12-14-19-new-mexico
659,2019-12-14-20-brigham-young
2106,2019-12-14-20-milwaukee
113,2019-12-14-20-pepperdine
4894,2019-12-14-20-providence
173,2019-12-14-20-rice
1043,2019-12-14-20-vanderbilt
826,2019-12-14-21-stephen-f-austin
2224,2019-12-14-21-utah-valley
681,2019-12-14-21-wyoming
2353,2019-12-14-22-cal-poly
5142,2019-12-14-22-california-baptist
2198,2019-12-14-22-san-diego
4713,2019-12-15-13-maine
3764,2019-12-15-13-maryland-baltimore-county
4969,2019-12-15-13-nebraska-omaha
1110,2019-12-15-13-virginia-tech
4687,2019-12-15-14-central-florida
1829,2019-12-15-14-fordham
281,2019-12-15-14-loyola-il
3652,2019-12-15-14-miami-oh
1525,2019-12-15-14-northern-kentucky
4120,2019-12-15-15-north-carolina-greensboro
3250,2019-12-15-16-bowling-green-state
3614,2019-12-15-16-chattanooga
1958,2019-12-15-16-missouri
4521,2019-12-15-16-nebraska
3033,2019-12-15-16-north-carolina
3484,2019-12-15-16-northwestern
1345,2019-12-15-16-south-florida
3235,2019-12-15-16-stetson
783,2019-12-15-17-bradley
2874,2019-12-15-17-clemson
2783,2019-12-15-18-minnesota
380,2019-12-15-18-pacific
75,2019-12-15-18-texas-am
1975,2019-12-15-19-virginia-commonwealth
4064,2019-12-15-20-hawaii
13,2019-12-15-20-youngstown-state
2727,2019-12-16-19-california-irvine
2019,2019-12-16-19-charlotte
4786,2019-12-16-19-delaware
3474,2019-12-16-19-morehead-state
304,2019-12-16-19-north-carolina-wilmington
2648,2019-12-16-19-pittsburgh
3802,2019-12-16-19-texas-tech
970,2019-12-16-20-jacksonville-state
2037,2019-12-16-20-murray-state
2275,2019-12-16-20-north-dakota-state
3761,2019-12-16-20-tulane
4151,2019-12-16-20-western-illinois
394,2019-12-16-21-idaho-state
2287,2019-12-16-21-texas-el-paso
420,2019-12-16-22-california-davis
3958,2019-12-16-22-portland
3491,2019-12-17-11-winthrop
4573,2019-12-17-18-georgetown
3236,2019-12-17-18-north-carolina-asheville
346,2019-12-17-19-campbell
2309,2019-12-17-19-dayton
3100,2019-12-17-19-east-carolina
2084,2019-12-17-19-eastern-michigan
3521,2019-12-17-19-lipscomb
1376,2019-12-17-19-louisiana-tech
3571,2019-12-17-19-mount-st-marys
2285,2019-12-17-19-north-carolina-at
18,2019-12-17-19-ohio-state
4255,2019-12-17-19-providence
2700,2019-12-17-19-robert-morris
3677,2019-12-17-19-wright-state
3204,2019-12-17-20-alabama-birmingham
1910,2019-12-17-20-chicago-state
3224,2019-12-17-20-florida-state
1642,2019-12-17-20-marquette
3373,2019-12-17-20-missouri-kansas-city
3427,2019-12-17-20-south-alabama
1162,2019-12-17-21-eastern-washington
2124,2019-12-17-21-new-mexico
1468,2019-12-17-21-northern-colorado
2690,2019-12-17-21-ohio
1067,2019-12-17-21-temple
442,2019-12-17-21-texas-el-paso
451,2019-12-17-22-pepperdine
146,2019-12-18-13-central-arkansas
1061,2019-12-18-18-loyola-il
5094,2019-12-18-18-xavier
2036,2019-12-18-19-belmont
3340,2019-12-18-19-buffalo
5143,2019-12-18-19-central-florida
3638,2019-12-18-19-cincinnati
3252,2019-12-18-19-cleveland-state
3981,2019-12-18-19-college-of-charleston
4958,2019-12-18-19-connecticut
2909,2019-12-18-19-georgia-tech
4917,2019-12-18-19-high-point
5025,2019-12-18-19-illinois-state
1940,2019-12-18-19-indiana-state
4477,2019-12-18-19-la-salle
2267,2019-12-18-19-louisiana-state
4845,2019-12-18-19-marist
3684,2019-12-18-19-presbyterian
1012,2019-12-18-19-sam-houston-state
4057,2019-12-18-19-samford
3131,2019-12-18-19-south-carolina-state
1028,2019-12-18-19-south-florida
248,2019-12-18-19-st-bonaventure
160,2019-12-18-19-stephen-f-austin
3635,2019-12-18-19-vermont
4708,2019-12-18-19-youngstown-state
4785,2019-12-18-20-jacksonville-state
108,2019-12-18-20-lamar
2659,2019-12-18-20-louisville
1751,2019-12-18-20-mississippi-state
24,2019-12-18-20-new-orleans
81,2019-12-18-20-nicholls-state
4444,2019-12-18-20-northwestern
3059,2019-12-18-20-south-dakota-state
3391,2019-12-18-20-southern-illinois
3303,2019-12-18-20-syracuse
3019,2019-12-18-21-gonzaga
3745,2019-12-18-21-new-mexico-state
683,2019-12-18-21-wyoming
2590,2019-12-18-22-california-baptist
856,2019-12-18-22-nevada-las-vegas
2364,2019-12-18-22-sacramento-state
701,2019-12-18-22-santa-clara
1220,2019-12-18-22-tennessee-martin
3103,2019-12-19-19-charlotte
2507,2019-12-19-19-detroit-mercy
4087,2019-12-19-19-duke
1440,2019-12-19-19-georgia-southern
894,2019-12-19-19-georgia-state
5068,2019-12-19-19-longwood
2900,2019-12-19-19-marshall
358,2019-12-19-19-saint-josephs
4384,2019-12-19-19-seton-hall
772,2019-12-19-19-troy
1899,2019-12-19-20-chicago-state
2483,2019-12-19-20-houston
831,2019-12-19-20-louisiana-monroe
4033,2019-12-19-20-south-alabama
2969,2019-12-19-21-auburn
2277,2019-12-19-22-cal-state-bakersfield
1496,2019-12-19-22-california-riverside
4232,2019-12-19-22-long-beach-state
423,2019-12-19-22-loyola-marymount
506,2019-12-19-22-portland
3581,2019-12-20-13-navy
1082,2019-12-20-14-tulane
262,2019-12-20-16-drexel
3168,2019-12-20-17-liberty
3205,2019-12-20-19-alabama-am
2030,2019-12-20-19-bowling-green-state
1841,2019-12-20-19-fordham
224,2019-12-20-19-long-island-university
4731,2019-12-20-19-massachusetts
4051,2019-12-20-19-mercer
4703,2019-12-20-19-pittsburgh
1702,2019-12-20-19-vermont
448,2019-12-20-20-illinois-chicago
4583,2019-12-20-20-south-dakota
3076,2019-12-20-21-clemson
1928,2019-12-20-21-marquette
2592,2019-12-20-22-california-santa-barbara
2376,2019-12-20-22-fresno-state
3670,2019-12-20-22-santa-clara
3418,2019-12-21-12-dartmouth
1817,2019-12-21-12-george-washington
4058,2019-12-21-12-georgetown
3830,2019-12-21-12-la-salle
3683,2019-12-21-12-michigan
2964,2019-12-21-12-notre-dame
1037,2019-12-21-12-south-florida
5116,2019-12-21-12-villanova
2293,2019-12-21-12-wake-forest
1241,2019-12-21-12-wichita-state
4849,2019-12-21-13-bethune-cookman
901,2019-12-21-13-georgia-southern
1437,2019-12-21-13-georgia-state
4756,2019-12-21-13-massachusetts-lowell
614,2019-12-21-13-memphis
3784,2019-12-21-13-missouri
2160,2019-12-21-13-nebraska-omaha
3468,2019-12-21-13-ohio
1400,2019-12-21-13-south-dakota-state
985,2019-12-21-13-tennessee
1097,2019-12-21-13-towson
2540,2019-12-21-13-youngstown-state
532,2019-12-21-14-air-force
4629,2019-12-21-14-american
1661,2019-12-21-14-austin-peay
2028,2019-12-21-14-bowling-green-state
233,2019-12-21-14-buffalo
79,2019-12-21-14-central-arkansas
2247,2019-12-21-14-florida
3763,2019-12-21-14-miami-fl
1877,2019-12-21-14-miami-oh
100,2019-12-21-14-mississippi
4614,2019-12-21-14-monmouth
3966,2019-12-21-14-north-carolina-asheville
2656,2019-12-21-14-northern-illinois
3308,2019-12-21-14-oakland
916,2019-12-21-14-oklahoma
1985,2019-12-21-14-oral-roberts
2839,2019-12-21-14-providence
4514,2019-12-21-14-purdue
2934,2019-12-21-14-rhode-island
4968,2019-12-21-14-texas-tech
3374,2019-12-21-14-toledo
1232,2019-12-21-14-tulsa
1456,2019-12-21-14-wagner
347,2019-12-21-14-winthrop
4185,2019-12-21-15-alabama
1461,2019-12-21-15-denver
3496,2019-12-21-15-detroit-mercy
2735,2019-12-21-15-liberty
840,2019-12-21-15-louisiana-monroe
3568,2019-12-21-15-middle-tennessee
639,2019-12-21-15-nevada-las-vegas
27,2019-12-21-15-sam-houston-state
3619,2019-12-21-15-troy
3132,2019-12-21-16-college-of-charleston
3253,2019-12-21-16-east-tennessee-state
4572,2019-12-21-16-george-mason
1309,2019-12-21-16-mcneese-state
277,2019-12-21-16-norfolk-state
61,2019-12-21-16-northwestern-state
426,2019-12-21-16-pepperdine
4036,2019-12-21-16-south-alabama
19,2019-12-21-16-southern-illinois
1536,2019-12-21-16-texas-san-antonio
1739,2019-12-21-16-virginia-tech
2448,2019-12-21-17-alabama-state
1381,2019-12-21-17-gonzaga
3964,2019-12-21-17-kentucky
1144,2019-12-21-17-oklahoma-state
3516,2019-12-21-17-tennessee-tech
2123,2019-12-21-17-wisconsin
2060,2019-12-21-18-auburn
4434,2019-12-21-18-nebraska
3746,2019-12-21-18-north-texas
4336,2019-12-21-18-siena
3223,2019-12-21-18-syracuse
2103,2019-12-21-19-evansville
1568,2019-12-21-19-kansas-state
3375,2019-12-21-19-kent-state
2214,2019-12-21-19-long-beach-state
578,2019-12-21-19-michigan-state
3843,2019-12-21-19-north-carolina-greensboro
45,2019-12-21-20-abilene-christian
4440,2019-12-21-20-depaul
3446,2019-12-21-20-grand-canyon
2010,2019-12-21-20-valparaiso
295,2019-12-21-20-vanderbilt
1422,2019-12-21-21-brigham-young
3401,2019-12-21-21-iowa
2365,2019-12-21-22-cal-poly
396,2019-12-21-22-pacific
4907,2019-12-21-22-seattle
2468,2019-12-22-12-alabama-state
1680,2019-12-22-12-colgate
4324,2019-12-22-12-hofstra
4659,2019-12-22-12-holy-cross
2435,2019-12-22-12-long-island-university
4745,2019-12-22-13-connecticut
624,2019-12-22-13-iowa-state
4676,2019-12-22-13-rutgers
357,2019-12-22-13-saint-francis-pa
3522,2019-12-22-14-alabama-birmingham
4238,2019-12-22-14-hartford
3289,2019-12-22-14-howard
1886,2019-12-22-14-indiana-state
163,2019-12-22-14-new-mexico
2575,2019-12-22-14-northern-iowa
3104,2019-12-22-14-old-dominion
4791,2019-12-22-14-st-francis-ny
3238,2019-12-22-14-stetson
4288,2019-12-22-15-mississippi-state
508,2019-12-22-15-portland
2872,2019-12-22-16-clemson
5075,2019-12-22-16-east-carolina
1611,2019-12-22-16-loyola-marymount
4587,2019-12-22-16-south-dakota
554,2019-12-22-17-boise-state
703,2019-12-22-17-san-jose-state
2828,2019-12-22-17-texas-christian
4048,2019-12-22-18-mercer
4096,2019-12-22-18-north-carolina-state
3673,2019-12-22-22-california-baptist
2487,2019-12-22-23-hawaii
505,2019-12-23-16-boise-state
4226,2019-12-23-18-seattle
3347,2019-12-23-18-siena
1645,2019-12-23-19-dayton
2904,2019-12-23-19-georgia-tech
787,2019-12-23-19-southern-methodist
2636,2019-12-24-01-texas-el-paso
512,2019-12-25-13-ball-state
2481,2019-12-25-15-texas-el-paso
4140,2019-12-25-18-hawaii
4760,2019-12-27-19-loyola-md
3771,2019-12-27-19-mount-st-marys
4207,2019-12-28-11-duke
4213,2019-12-28-12-florida
4634,2019-12-28-12-georgetown
2384,2019-12-28-12-iupui
2708,2019-12-28-12-purdue
4960,2019-12-28-13-hampton
34,2019-12-28-13-memphis
2107,2019-12-28-13-northern-kentucky
3651,2019-12-28-13-tennessee
3368,2019-12-28-14-bradley
4850,2019-12-28-14-columbia
1355,2019-12-28-14-drexel
3211,2019-12-28-14-florida-state
4351,2019-12-28-14-la-salle
126,2019-12-28-14-marquette
3174,2019-12-28-14-towson
2152,2019-12-28-14-wright-state
3711,2019-12-28-15-kentucky
568,2019-12-28-15-nevada-las-vegas
2515,2019-12-28-15-oakland
841,2019-12-28-16-butler
2894,2019-12-28-16-east-carolina
5053,2019-12-28-16-george-washington
3262,2019-12-28-16-illinois-chicago
321,2019-12-28-16-james-madison
4600,2019-12-28-16-minnesota
4479,2019-12-28-16-wagner
1417,2019-12-28-16-weber-state
2773,2019-12-28-17-portland-state
368,2019-12-28-18-boise-state
5038,2019-12-28-18-montana-state
308,2019-12-28-19-delaware
2354,2019-12-28-19-san-diego-state
240,2019-12-28-19-syracuse
2936,2019-12-28-19-western-kentucky
1177,2019-12-28-21-brigham-young
599,2019-12-28-21-fresno-state
1388,2019-12-28-21-idaho-state
438,2019-12-28-21-montana
2337,2019-12-28-21-san-jose-state
2475,2019-12-28-22-california-irvine
425,2019-12-28-22-loyola-marymount
213,2019-12-29-12-maryland
3428,2019-12-29-12-notre-dame
2778,2019-12-29-12-ohio-state
4235,2019-12-29-12-penn-state
279,2019-12-29-12-stony-brook
3194,2019-12-29-13-connecticut
4559,2019-12-29-13-louisiana-state
2298,2019-12-29-14-illinois
3528,2019-12-29-14-marshall
4757,2019-12-29-14-michigan
87,2019-12-29-14-nebraska
2689,2019-12-29-14-ohio
109,2019-12-29-14-oklahoma-state
4683,2019-12-29-14-sacred-heart
4644,2019-12-29-14-siena
1737,2019-12-29-14-south-carolina-upstate
1325,2019-12-29-15-rice
197,2019-12-29-15-wichita-state
1701,2019-12-29-16-auburn
2043,2019-12-29-16-iowa
3548,2019-12-29-16-middle-tennessee
3506,2019-12-29-16-mississippi
2184,2019-12-29-16-new-mexico
728,2019-12-29-16-north-carolina-state
4439,2019-12-29-16-northwestern
1287,2019-12-29-16-texas-tech
1469,2019-12-29-17-denver
2228,2019-12-29-17-nebraska-omaha
3762,2019-12-29-17-santa-clara
3534,2019-12-29-17-south-florida
3995,2019-12-29-17-virginia-commonwealth
4581,2019-12-29-17-western-illinois
4370,2019-12-29-18-indiana
1235,2019-12-29-18-kansas-state
3105,2019-12-29-18-virginia-tech
5136,2019-12-29-19-saint-louis
2624,2019-12-29-20-michigan-state
4729,2019-12-29-22-hawaii
3348,2019-12-30-12-pittsburgh
3409,2019-12-30-14-new-hampshire
3176,2019-12-30-14-towson
616,2019-12-30-15-baylor
1198,2019-12-30-15-south-carolina
4535,2019-12-30-18-villanova
2595,2019-12-30-19-akron
1864,2019-12-30-19-buffalo
1676,2019-12-30-19-columbia
3228,2019-12-30-19-dayton
228,2019-12-30-19-delaware
291,2019-12-30-19-drexel
337,2019-12-30-19-elon
3778,2019-12-30-19-fordham
3271,2019-12-30-19-howard
5026,2019-12-30-19-illinois-chicago
2389,2019-12-30-19-iupui
3083,2019-12-30-19-jacksonville
319,2019-12-30-19-james-madison
4266,2019-12-30-19-north-carolina
3844,2019-12-30-19-northern-kentucky
4977,2019-12-30-19-oklahoma
2119,2019-12-30-19-wright-state
3331,2019-12-30-20-depaul
1955,2019-12-30-20-indiana-state
2724,2019-12-30-20-mississippi-state
1889,2019-12-30-20-missouri
3805,2019-12-30-20-southern-mississippi
4918,2019-12-30-20-texas
2011,2019-12-30-20-valparaiso
2501,2019-12-30-21-gonzaga
1380,2019-12-30-21-idaho-state
1085,2019-12-30-21-memphis
5047,2019-12-30-21-montana
429,2019-12-30-21-montana-state
1501,2019-12-30-21-texas-christian
1408,2019-12-30-21-weber-state
459,2019-12-30-22-portland-state
801,2019-12-31-12-bowling-green-state
2914,2019-12-31-12-florida-state
917,2019-12-31-14-central-florida
1809,2019-12-31-14-vermont
3162,2019-12-31-15-cal-state-northridge
2003,2019-12-31-15-illinois-state
1482,2019-12-31-16-air-force
2870,2019-12-31-16-clemson
955,2019-12-31-17-missouri-state
4362,2019-12-31-17-providence
2862,2019-12-31-18-duke
1917,2019-12-31-19-bradley
1550,2019-12-31-19-iowa-state
1740,2020-01-01-13-virginia-military-institute
4590,2020-01-01-15-ipfw
4114,2020-01-01-15-samford
593,2020-01-01-15-san-diego-state
931,2020-01-01-15-wichita-state
4083,2020-01-01-16-east-tennessee-state
1025,2020-01-01-17-southern-methodist
920,2020-01-01-19-cincinnati
4042,2020-01-01-19-north-carolina-greensboro
677,2020-01-01-20-boise-state
557,2020-01-01-22-nevada
716,2020-01-01-22-san-jose-state
653,2020-01-01-23-nevada-las-vegas
2492,2020-01-02-12-florida-international
94,2020-01-02-14-southeastern-louisiana
4017,2020-01-02-16-bryant
3051,2020-01-02-17-florida-gulf-coast
1683,2020-01-02-17-maine
301,2020-01-02-18-north-carolina-wilmington
735,2020-01-02-19-appalachian-state
1435,2020-01-02-19-arkansas-little-rock
4671,2020-01-02-19-boston-university
2809,2020-01-02-19-brown
1444,2020-01-02-19-bucknell
5173,2020-01-02-19-campbell
4552,2020-01-02-19-charlotte
770,2020-01-02-19-coastal-carolina
4635,2020-01-02-19-colgate
3178,2020-01-02-19-college-of-charleston
3408,2020-01-02-19-dartmouth
1760,2020-01-02-19-duquesne
3514,2020-01-02-19-eastern-kentucky
2318,2020-01-02-19-florida-atlantic
2331,2020-01-02-19-hofstra
2053,2020-01-02-19-kennesaw-state
4655,2020-01-02-19-loyola-md
1340,2020-01-02-19-marshall
1308,2020-01-02-19-mcneese-state
3577,2020-01-02-19-mount-st-marys
2074,2020-01-02-19-navy
3089,2020-01-02-19-north-alabama
342,2020-01-02-19-northeastern
3562,2020-01-02-19-old-dominion
3974,2020-01-02-19-presbyterian
4408,2020-01-02-19-purdue
3833,2020-01-02-19-st-francis-ny
3246,2020-01-02-19-stetson
1830,2020-01-02-19-virginia-commonwealth
2303,2020-01-02-19-western-kentucky
5058,2020-01-02-19-winthrop
752,2020-01-02-20-arkansas-state
3,2020-01-02-20-austin-peay
4190,2020-01-02-20-belmont
1907,2020-01-02-20-chicago-state
1860,2020-01-02-20-la-salle
3616,2020-01-02-20-louisiana-monroe
3785,2020-01-02-20-michigan-state
4911,2020-01-02-20-missouri-kansas-city
1217,2020-01-02-20-murray-state
40,2020-01-02-20-new-orleans
148,2020-01-02-20-nicholls-state
3443,2020-01-02-20-tennessee-state
1024,2020-01-02-20-texas-am-corpus-christi
1478,2020-01-02-21-denver
458,2020-01-02-21-idaho
3472,2020-01-02-21-morehead-state
4158,2020-01-02-21-north-dakota-state
2273,2020-01-02-21-northern-colorado
1182,2020-01-02-21-south-dakota-state
1656,2020-01-02-21-southern-utah
4970,2020-01-02-22-california-baptist
467,2020-01-02-22-loyola-marymount
2348,2020-01-02-22-pepperdine
507,2020-01-02-22-portland
3366,2020-01-03-19-ball-state
3342,2020-01-03-19-canisius
3848,2020-01-03-19-detroit-mercy
220,2020-01-03-19-drexel
909,2020-01-03-19-houston
4824,2020-01-03-19-iona
4840,2020-01-03-19-marist
4807,2020-01-03-19-niagara
3310,2020-01-03-19-oakland
2786,2020-01-03-19-ohio-state
4173,2020-01-03-19-siena
5029,2020-01-03-20-green-bay
2399,2020-01-03-20-milwaukee
4421,2020-01-03-20-nebraska
2024,2020-01-03-21-bowling-green-state
4360,2020-01-03-21-seton-hall
1074,2020-01-03-21-tulsa
2966,2020-01-04-12-clemson
569,2020-01-04-12-eastern-michigan
4373,2020-01-04-12-maryland
2800,2020-01-04-12-pittsburgh
3640,2020-01-04-12-tennessee
1141,2020-01-04-12-texas-tech
214,2020-01-04-13-bryant
1902,2020-01-04-13-chicago-state
4104,2020-01-04-13-citadel
668,2020-01-04-13-colorado-state
4569,2020-01-04-13-maryland-baltimore-county
1575,2020-01-04-13-oklahoma
1747,2020-01-04-13-virginia-military-institute
2718,2020-01-04-14-buffalo
5175,2020-01-04-14-campbell
2669,2020-01-04-14-central-michigan
791,2020-01-04-14-coastal-carolina
4789,2020-01-04-14-delaware-state
3333,2020-01-04-14-depaul
4737,2020-01-04-14-hartford
449,2020-01-04-14-harvard
2756,2020-01-04-14-kentucky
3715,2020-01-04-14-louisville
5123,2020-01-04-14-marquette
2572,2020-01-04-14-marshall
2430,2020-01-04-14-mount-st-marys
2410,2020-01-04-14-penn-state
923,2020-01-04-14-south-florida
892,2020-01-04-15-arkansas-little-rock
740,2020-01-04-15-arkansas-state
2548,2020-01-04-15-cleveland-state
1105,2020-01-04-15-gardner-webb
55,2020-01-04-15-lamar
5064,2020-01-04-15-longwood
4031,2020-01-04-15-louisiana-monroe
3519,2020-01-04-15-morehead-state
778,2020-01-04-16-appalachian-state
1212,2020-01-04-16-austin-peay
4692,2020-01-04-16-binghamton
1316,2020-01-04-16-central-arkansas
3561,2020-01-04-16-charlotte
324,2020-01-04-16-college-of-charleston
3779,2020-01-04-16-coppin-state
2898,2020-01-04-16-eastern-kentucky
2488,2020-01-04-16-florida-atlantic
5130,2020-01-04-16-furman
344,2020-01-04-16-hofstra
1605,2020-01-04-16-kansas
2038,2020-01-04-16-kennesaw-state
3285,2020-01-04-16-maryland-eastern-shore
4040,2020-01-04-16-mercer
4285,2020-01-04-16-mississippi-state
3181,2020-01-04-16-njit
3216,2020-01-04-16-north-alabama
3950,2020-01-04-16-north-carolina-central
2082,2020-01-04-16-northeastern
4923,2020-01-04-16-radford
1534,2020-01-04-16-southern-illinois
2278,2020-01-04-16-southern-utah
3005,2020-01-04-16-syracuse
83,2020-01-04-16-texas-am-corpus-christi
3397,2020-01-04-16-tulane
2685,2020-01-04-16-western-michigan
1114,2020-01-04-16-wichita-state
3447,2020-01-04-17-belmont
453,2020-01-04-17-eastern-washington
3806,2020-01-04-17-louisiana-tech
3668,2020-01-04-17-mississippi-valley-state
472,2020-01-04-17-santa-clara
4160,2020-01-04-17-south-dakota-state
3477,2020-01-04-17-tennessee-state
1333,2020-01-04-17-western-kentucky
1714,2020-01-04-18-drake
3910,2020-01-04-18-florida
3429,2020-01-04-18-grambling
2458,2020-01-04-18-jackson-state
546,2020-01-04-18-nevada
5144,2020-01-04-18-norfolk-state
3024,2020-01-04-18-north-carolina
1431,2020-01-04-18-northern-arizona
187,2020-01-04-18-sam-houston-state
1537,2020-01-04-18-texas-christian
3872,2020-01-04-19-arkansas
966,2020-01-04-19-evansville
1709,2020-01-04-19-florida-gulf-coast
2323,2020-01-04-19-florida-international
695,2020-01-04-19-fresno-state
28,2020-01-04-19-new-orleans
311,2020-01-04-19-north-carolina-wilmington
4553,2020-01-04-19-old-dominion
4469,2020-01-04-19-wagner
4126,2020-01-04-19-wofford
2834,2020-01-04-20-baylor
1978,2020-01-04-20-loyola-il
2925,2020-01-04-20-miami-fl
2218,2020-01-04-20-missouri-kansas-city
10,2020-01-04-20-murray-state
1176,2020-01-04-20-nebraska-omaha
1883,2020-01-04-20-northern-iowa
413,2020-01-04-21-brigham-young
2161,2020-01-04-21-northern-colorado
1042,2020-01-04-21-vanderbilt
2132,2020-01-04-22-cal-state-bakersfield
4130,2020-01-04-22-california-baptist
2338,2020-01-04-22-gonzaga
524,2020-01-04-22-nevada-las-vegas
392,2020-01-04-22-sacramento-state
656,2020-01-04-22-utah-state
1503,2020-01-05-12-george-mason
3151,2020-01-05-12-holy-cross
2517,2020-01-05-13-detroit-mercy
4714,2020-01-05-13-maine
2944,2020-01-05-13-michigan-state
235,2020-01-05-13-niagara
1801,2020-01-05-13-saint-josephs
3353,2020-01-05-14-canisius
1839,2020-01-05-14-fordham
2154,2020-01-05-14-green-bay
4668,2020-01-05-14-lafayette
3996,2020-01-05-14-lehigh
5035,2020-01-05-14-milwaukee
4814,2020-01-05-14-monmouth
4859,2020-01-05-14-saint-peters
2743,2020-01-05-15-american
3299,2020-01-05-15-oakland
1824,2020-01-05-16-george-washington
2602,2020-01-05-16-saint-louis
1462,2020-01-05-16-south-dakota
636,2020-01-05-17-north-dakota
161,2020-01-05-17-northwestern-state
4451,2020-01-05-19-minnesota
4519,2020-01-05-20-illinois
777,2020-01-06-19-arkansas-little-rock
1447,2020-01-06-19-army
839,2020-01-06-19-coastal-carolina
3767,2020-01-06-19-coppin-state
3276,2020-01-06-19-howard
3133,2020-01-06-19-morgan-state
3951,2020-01-06-19-north-carolina-at
792,2020-01-06-20-arkansas-state
2449,2020-01-06-20-grambling
607,2020-01-06-20-jackson-state
888,2020-01-06-20-texas-arlington
1441,2020-01-06-20-texas-state
1133,2020-01-06-21-oklahoma-state
2612,2020-01-07-19-akron
2715,2020-01-07-19-ball-state
2664,2020-01-07-19-bowling-green-state
2651,2020-01-07-19-central-michigan
1039,2020-01-07-19-east-carolina
3361,2020-01-07-19-kent-state
2916,2020-01-07-19-louisville
4947,2020-01-07-19-marquette
