,away_defensive_rating,away_effective_field_goal_percentage,away_free_throw_attempt_rate,away_offensive_rating,away_three_point_field_goal_percentage,away_total_rebound_percentage,away_true_shooting_percentage,away_turnover_percentage,away_win_percentage,date,home_defensive_rating,home_effective_field_goal_percentage,home_free_throw_attempt_rate,home_free_throw_percentage,home_offensive_rating,home_three_point_field_goal_percentage,home_total_rebound_percentage,home_true_shooting_percentage,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,Unnamed: 0.1,winner,home_team,away_team
16342,138.1,0.44,0.19,96.8,0.289,37.3,0.482,12.5,0.722,"March 23, 2019",96.8,0.685,0.29600000000000004,0.813,138.1,0.5329999999999999,62.7,0.706,15.3,25,"XL Center, Hartford, Connecticut",VILLANOVA,Villanova,62.9,PURDUE,Purdue,Villanova,big-east,2019-03-23-20-purdue,2019-03-23-20-purdue,Home,PURDUE,VILLANOVA
16344,122.1,0.659,0.524,128.6,0.484,52.6,0.629,9.4,0.743,"March 28, 2019",128.6,0.588,0.412,0.5,122.1,0.5,47.4,0.578,8.0,31,"KFC Yum! Center, Louisville, Kentucky",TENNESSEE,Tennessee,68.9,PURDUE,Purdue,Purdue,big-ten,2019-03-28-19-tennessee,2019-03-28-19-tennessee,Away,PURDUE,TENNESSEE
16346,122.1,0.659,0.524,128.6,0.484,52.6,0.629,9.4,0.743,"March 28, 2019",128.6,0.588,0.412,0.5,122.1,0.5,47.4,0.578,8.0,31,"KFC Yum! Center, Louisville, Kentucky",TENNESSEE,Tennessee,68.9,PURDUE,Purdue,Tennessee,sec,2019-03-28-19-tennessee,2019-03-28-19-tennessee,Away,PURDUE,TENNESSEE
16348,129.0,0.618,0.182,121.0,0.438,44.1,0.628,11.9,0.722,"March 30, 2019",121.0,0.485,0.308,0.85,129.0,0.333,55.9,0.537,6.3,33,"KFC Yum! Center, Louisville, Kentucky",PURDUE,Purdue,54.8,VIRGINIA,Virginia,Purdue,big-ten,2019-03-30-20-virginia,2019-03-30-20-virginia,Home,VIRGINIA,PURDUE
16350,129.0,0.618,0.182,121.0,0.438,44.1,0.628,11.9,0.722,"March 30, 2019",121.0,0.485,0.308,0.85,129.0,0.333,55.9,0.537,6.3,33,"KFC Yum! Center, Louisville, Kentucky",PURDUE,Purdue,54.8,VIRGINIA,Virginia,Virginia,acc,2019-03-30-20-virginia,2019-03-30-20-virginia,Home,VIRGINIA,PURDUE
16352,124.6,0.384,0.28600000000000003,76.8,0.238,34.8,0.417,17.1,0.0,"November 10, 2018",76.8,0.5589999999999999,0.235,0.625,124.6,0.375,65.2,0.569,11.8,2,"Wells Fargo Center, Philadelphia, Pennsylvania",QUINNIPIAC,Quinnipiac,68.6,VILLANOVA,Villanova,Quinnipiac,maac,2018-11-10-20-villanova,2018-11-10-20-villanova,Home,VILLANOVA,QUINNIPIAC
16354,124.6,0.384,0.28600000000000003,76.8,0.238,34.8,0.417,17.1,0.0,"November 10, 2018",76.8,0.5589999999999999,0.235,0.625,124.6,0.375,65.2,0.569,11.8,2,"Wells Fargo Center, Philadelphia, Pennsylvania",QUINNIPIAC,Quinnipiac,68.6,VILLANOVA,Villanova,Villanova,big-east,2018-11-10-20-villanova,2018-11-10-20-villanova,Home,VILLANOVA,QUINNIPIAC
16356,100.0,0.364,0.509,85.9,0.111,44.3,0.447,14.0,0.333,"December 1, 2018",85.9,0.528,0.37,0.7,100.0,0.5,55.7,0.5589999999999999,19.3,7,"Island Federal Credit Union, Stony Brook, New York",QUINNIPIAC,Quinnipiac,70.9,STONY-BROOK,Stony Brook,Quinnipiac,maac,2018-12-01-19-stony-brook,2018-12-01-19-stony-brook,Home,STONY-BROOK,QUINNIPIAC
16358,100.0,0.364,0.509,85.9,0.111,44.3,0.447,14.0,0.333,"December 1, 2018",85.9,0.528,0.37,0.7,100.0,0.5,55.7,0.5589999999999999,19.3,7,"Island Federal Credit Union, Stony Brook, New York",QUINNIPIAC,Quinnipiac,70.9,STONY-BROOK,Stony Brook,Stony Brook,america-east,2018-12-01-19-stony-brook,2018-12-01-19-stony-brook,Home,STONY-BROOK,QUINNIPIAC
16360,81.9,0.425,0.317,88.9,0.25,54.7,0.464,13.9,0.429,"December 5, 2018",88.9,0.408,0.185,0.5,81.9,0.278,45.3,0.417,12.5,4,"Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,71.9,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,2018-12-05-19-dartmouth,2018-12-05-19-dartmouth,Away,QUINNIPIAC,DARTMOUTH
16362,81.9,0.425,0.317,88.9,0.25,54.7,0.464,13.9,0.429,"December 5, 2018",88.9,0.408,0.185,0.5,81.9,0.278,45.3,0.417,12.5,4,"Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,71.9,QUINNIPIAC,Quinnipiac,Dartmouth,ivy,2018-12-05-19-dartmouth,2018-12-05-19-dartmouth,Away,QUINNIPIAC,DARTMOUTH
16364,116.9,0.643,0.222,129.6,0.455,46.2,0.66,12.6,0.545,"December 16, 2018",129.6,0.603,0.293,0.765,116.9,0.414,53.8,0.628,15.5,4,"Mohegan Sun Arena, Uncasville, Connecticut",QUINNIPIAC,Quinnipiac,71.4,DREXEL,Drexel,Quinnipiac,maac,2018-12-16-18-quinnipiac,2018-12-16-18-quinnipiac,Away,DREXEL,QUINNIPIAC
16366,116.9,0.643,0.222,129.6,0.455,46.2,0.66,12.6,0.545,"December 16, 2018",129.6,0.603,0.293,0.765,116.9,0.414,53.8,0.628,15.5,4,"Mohegan Sun Arena, Uncasville, Connecticut",QUINNIPIAC,Quinnipiac,71.4,DREXEL,Drexel,Drexel,colonial,2018-12-16-18-quinnipiac,2018-12-16-18-quinnipiac,Away,DREXEL,QUINNIPIAC
16368,101.4,0.475,0.467,105.6,0.313,51.4,0.518,15.2,0.7859999999999999,"December 22, 2018",105.6,0.4920000000000001,0.39,0.652,101.4,0.414,48.6,0.522,16.8,5,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,71.6,STONY-BROOK,Stony Brook,Quinnipiac,maac,2018-12-22-14-quinnipiac,2018-12-22-14-quinnipiac,Away,STONY-BROOK,QUINNIPIAC
16370,101.4,0.475,0.467,105.6,0.313,51.4,0.518,15.2,0.7859999999999999,"December 22, 2018",105.6,0.4920000000000001,0.39,0.652,101.4,0.414,48.6,0.522,16.8,5,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,71.6,STONY-BROOK,Stony Brook,Stony Brook,america-east,2018-12-22-14-quinnipiac,2018-12-22-14-quinnipiac,Away,STONY-BROOK,QUINNIPIAC
16372,93.5,0.491,0.281,87.0,0.364,44.8,0.519,21.9,0.462,"January 5, 2019",87.0,0.459,0.377,0.696,93.5,0.222,55.2,0.501,17.4,7,"Alumni Gymnasium, Lawrenceville, New Jersey",QUINNIPIAC,Quinnipiac,77.3,RIDER,Rider,Quinnipiac,maac,2019-01-05-19-rider,2019-01-05-19-rider,Home,RIDER,QUINNIPIAC
16374,93.5,0.491,0.281,87.0,0.364,44.8,0.519,21.9,0.462,"January 5, 2019",87.0,0.459,0.377,0.696,93.5,0.222,55.2,0.501,17.4,7,"Alumni Gymnasium, Lawrenceville, New Jersey",QUINNIPIAC,Quinnipiac,77.3,RIDER,Rider,Rider,maac,2019-01-05-19-rider,2019-01-05-19-rider,Home,RIDER,QUINNIPIAC
16376,117.6,0.57,0.125,114.7,0.355,38.9,0.575,10.6,0.294,"January 13, 2019",114.7,0.622,0.49,0.792,117.6,0.542,61.1,0.662,22.2,8,"TD Bank Sports Center, Hamden, Connecticut",FAIRFIELD,Fairfield,68.1,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,2019-01-13-14-quinnipiac,2019-01-13-14-quinnipiac,Home,QUINNIPIAC,FAIRFIELD
16378,117.6,0.57,0.125,114.7,0.355,38.9,0.575,10.6,0.294,"January 13, 2019",114.7,0.622,0.49,0.792,117.6,0.542,61.1,0.662,22.2,8,"TD Bank Sports Center, Hamden, Connecticut",FAIRFIELD,Fairfield,68.1,QUINNIPIAC,Quinnipiac,Fairfield,maac,2019-01-13-14-quinnipiac,2019-01-13-14-quinnipiac,Home,QUINNIPIAC,FAIRFIELD
16380,98.4,0.508,0.115,101.6,0.417,45.0,0.505,11.1,0.353,"January 17, 2019",101.6,0.466,0.207,0.75,98.4,0.37,55.0,0.495,17.0,8,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,64.0,CANISIUS,Canisius,Quinnipiac,maac,2019-01-17-19-quinnipiac,2019-01-17-19-quinnipiac,Away,CANISIUS,QUINNIPIAC
16382,98.4,0.508,0.115,101.6,0.417,45.0,0.505,11.1,0.353,"January 17, 2019",101.6,0.466,0.207,0.75,98.4,0.37,55.0,0.495,17.0,8,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,64.0,CANISIUS,Canisius,Canisius,maac,2019-01-17-19-quinnipiac,2019-01-17-19-quinnipiac,Away,CANISIUS,QUINNIPIAC
16384,122.2,0.472,0.185,92.1,0.313,49.0,0.494,14.6,0.316,"January 27, 2019",92.1,0.598,0.5429999999999999,0.88,122.2,0.375,51.0,0.665,14.9,10,"TD Bank Sports Center, Hamden, Connecticut",SAINT-PETERS,St. Peter's,62.8,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,2019-01-27-14-quinnipiac,2019-01-27-14-quinnipiac,Home,QUINNIPIAC,SAINT-PETERS
16386,122.2,0.472,0.185,92.1,0.313,49.0,0.494,14.6,0.316,"January 27, 2019",92.1,0.598,0.5429999999999999,0.88,122.2,0.375,51.0,0.665,14.9,10,"TD Bank Sports Center, Hamden, Connecticut",SAINT-PETERS,St. Peter's,62.8,QUINNIPIAC,Quinnipiac,Saint Peter's,maac,2019-01-27-14-quinnipiac,2019-01-27-14-quinnipiac,Home,QUINNIPIAC,SAINT-PETERS
16388,108.7,0.51,0.52,101.4,0.36,47.6,0.561,17.5,0.5,"February 1, 2019",101.4,0.4920000000000001,0.333,0.8,108.7,0.44,52.4,0.54,11.6,9,"Koessler Athletic Center, Buffalo, New York",QUINNIPIAC,Quinnipiac,69.4,CANISIUS,Canisius,Quinnipiac,maac,2019-02-01-19-canisius,2019-02-01-19-canisius,Home,CANISIUS,QUINNIPIAC
16390,108.7,0.51,0.52,101.4,0.36,47.6,0.561,17.5,0.5,"February 1, 2019",101.4,0.4920000000000001,0.333,0.8,108.7,0.44,52.4,0.54,11.6,9,"Koessler Athletic Center, Buffalo, New York",QUINNIPIAC,Quinnipiac,69.4,CANISIUS,Canisius,Canisius,maac,2019-02-01-19-canisius,2019-02-01-19-canisius,Home,CANISIUS,QUINNIPIAC
16392,107.7,0.455,0.416,96.7,0.29600000000000004,48.8,0.477,12.5,0.48,"February 12, 2019",96.7,0.5920000000000001,0.462,0.7,107.7,0.361,51.2,0.618,18.7,13,"TD Bank Sports Center, Hamden, Connecticut",RIDER,Rider,80.6,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,2019-02-12-19-quinnipiac,2019-02-12-19-quinnipiac,Home,QUINNIPIAC,RIDER
16394,107.7,0.455,0.416,96.7,0.29600000000000004,48.8,0.477,12.5,0.48,"February 12, 2019",96.7,0.5920000000000001,0.462,0.7,107.7,0.361,51.2,0.618,18.7,13,"TD Bank Sports Center, Hamden, Connecticut",RIDER,Rider,80.6,QUINNIPIAC,Quinnipiac,Rider,maac,2019-02-12-19-quinnipiac,2019-02-12-19-quinnipiac,Home,QUINNIPIAC,RIDER
16396,119.0,0.619,0.433,127.4,0.5,58.9,0.662,15.8,0.56,"February 17, 2019",127.4,0.5,0.35100000000000003,0.852,119.0,0.333,41.1,0.557,4.3,13,"Times Union Center , Albany, New York",SIENA,Siena,61.3,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,2019-02-17-14-siena,2019-02-17-14-siena,Away,QUINNIPIAC,SIENA
16398,119.0,0.619,0.433,127.4,0.5,58.9,0.662,15.8,0.56,"February 17, 2019",127.4,0.5,0.35100000000000003,0.852,119.0,0.333,41.1,0.557,4.3,13,"Times Union Center , Albany, New York",SIENA,Siena,61.3,QUINNIPIAC,Quinnipiac,Siena,maac,2019-02-17-14-siena,2019-02-17-14-siena,Away,QUINNIPIAC,SIENA
16400,88.2,0.762,0.35700000000000004,113.2,0.5710000000000001,56.3,0.784,25.9,0.5710000000000001,"March 1, 2019",113.2,0.4270000000000001,0.129,0.875,88.2,0.263,43.8,0.456,13.2,8,"Yanitelli Center, Jersey City, New Jersey",SAINT-PETERS,St. Peter's,68.0,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,2019-03-01-19-saint-peters,2019-03-01-19-saint-peters,Away,QUINNIPIAC,SAINT-PETERS
16402,88.2,0.762,0.35700000000000004,113.2,0.5710000000000001,56.3,0.784,25.9,0.5710000000000001,"March 1, 2019",113.2,0.4270000000000001,0.129,0.875,88.2,0.263,43.8,0.456,13.2,8,"Yanitelli Center, Jersey City, New Jersey",SAINT-PETERS,St. Peter's,68.0,QUINNIPIAC,Quinnipiac,Saint Peter's,maac,2019-03-01-19-saint-peters,2019-03-01-19-saint-peters,Away,QUINNIPIAC,SAINT-PETERS
16404,123.0,0.41,0.16399999999999998,77.0,0.222,43.3,0.433,22.5,0.0,"November 6, 2018",77.0,0.6779999999999999,0.254,0.733,123.0,0.545,56.7,0.688,16.5,1,"Donald N. Dedmon Center, Radford, Virginia","Davis &amp; Elkins
			","Davis &amp; Elkins
			",74.4,RADFORD,Radford,Radford,big-south,2018-11-06-19-radford,2018-11-06-19-radford,Home,RADFORD,"Davis &amp; Elkins
			"
16405,97.2,0.472,0.35200000000000004,90.1,0.278,48.4,0.508,18.3,0.75,"November 17, 2018",90.1,0.49,0.519,0.667,97.2,0.429,51.6,0.532,20.0,3,"St. Vincent-St. Mary High School, Akron, Ohio",RADFORD,Radford,70.9,DUQUESNE,Duquesne,Radford,big-south,2018-11-17-12-duquesne,2018-11-17-12-duquesne,Home,DUQUESNE,RADFORD
16407,97.2,0.472,0.35200000000000004,90.1,0.278,48.4,0.508,18.3,0.75,"November 17, 2018",90.1,0.49,0.519,0.667,97.2,0.429,51.6,0.532,20.0,3,"St. Vincent-St. Mary High School, Akron, Ohio",RADFORD,Radford,70.9,DUQUESNE,Duquesne,Duquesne,atlantic-10,2018-11-17-12-duquesne,2018-11-17-12-duquesne,Home,DUQUESNE,RADFORD
16409,105.9,0.627,0.273,119.1,0.35700000000000004,52.9,0.652,15.2,0.8,"November 20, 2018",119.1,0.527,0.268,0.867,105.9,0.25,47.1,0.57,18.3,1,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",WILLIAM-MARY,William & Mary,67.6,RADFORD,Radford,Radford,big-south,2018-11-20-19-william-mary,2018-11-20-19-william-mary,Away,RADFORD,WILLIAM-MARY
16411,105.9,0.627,0.273,119.1,0.35700000000000004,52.9,0.652,15.2,0.8,"November 20, 2018",119.1,0.527,0.268,0.867,105.9,0.25,47.1,0.57,18.3,1,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",WILLIAM-MARY,William & Mary,67.6,RADFORD,Radford,William & Mary,colonial,2018-11-20-19-william-mary,2018-11-20-19-william-mary,Away,RADFORD,WILLIAM-MARY
16413,125.9,0.469,0.16899999999999998,85.2,0.306,37.8,0.491,15.7,0.0,"November 26, 2018",85.2,0.578,0.195,0.867,125.9,0.333,62.2,0.606,10.7,5,"Donald N. Dedmon Center, Radford, Virginia","Glenville State
			","Glenville State
			",81.2,RADFORD,Radford,Radford,big-south,2018-11-26-19-radford,2018-11-26-19-radford,Home,RADFORD,"Glenville State
			"
16414,84.3,0.415,0.231,88.6,0.28600000000000003,50.0,0.43,10.1,0.857,"November 30, 2018",88.6,0.389,0.317,0.5,84.3,0.185,50.0,0.407,14.3,5,"Frank Erwin Center, Austin, Texas",TEXAS,Texas,70.3,RADFORD,Radford,Radford,big-south,2018-11-30-19-texas,2018-11-30-19-texas,Away,RADFORD,TEXAS
16416,84.3,0.415,0.231,88.6,0.28600000000000003,50.0,0.43,10.1,0.857,"November 30, 2018",88.6,0.389,0.317,0.5,84.3,0.185,50.0,0.407,14.3,5,"Frank Erwin Center, Austin, Texas",TEXAS,Texas,70.3,RADFORD,Radford,Texas,big-12,2018-11-30-19-texas,2018-11-30-19-texas,Away,RADFORD,TEXAS
16418,113.8,0.59,0.22,101.5,0.563,38.9,0.598,20.3,0.6,"December 15, 2018",101.5,0.536,0.364,0.75,113.8,0.304,61.1,0.574,18.0,7,"Littlejohn Coliseum, Clemson, South Carolina",RADFORD,Radford,64.9,CLEMSON,Clemson,Radford,big-south,2018-12-15-15-clemson,2018-12-15-15-clemson,Home,CLEMSON,RADFORD
16420,113.8,0.59,0.22,101.5,0.563,38.9,0.598,20.3,0.6,"December 15, 2018",101.5,0.536,0.364,0.75,113.8,0.304,61.1,0.574,18.0,7,"Littlejohn Coliseum, Clemson, South Carolina",RADFORD,Radford,64.9,CLEMSON,Clemson,Clemson,acc,2018-12-15-15-clemson,2018-12-15-15-clemson,Home,CLEMSON,RADFORD
16422,121.2,0.406,0.417,77.3,0.16699999999999998,37.9,0.443,19.8,0.0,"January 1, 2019",77.3,0.54,0.238,0.8,121.2,0.222,62.1,0.57,10.3,8,"Donald N. Dedmon Center, Radford, Virginia","Mars Hill
			","Mars Hill
			",65.8,RADFORD,Radford,Radford,big-south,2019-01-01-15-radford,2019-01-01-15-radford,Home,RADFORD,"Mars Hill
			"
16423,102.9,0.62,0.5,112.9,0.429,51.9,0.638,20.8,0.625,"January 10, 2019",112.9,0.596,0.308,0.625,102.9,0.345,48.1,0.604,21.3,5,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,70.2,RADFORD,Radford,Radford,big-south,2019-01-10-19-south-carolina-upstate,2019-01-10-19-south-carolina-upstate,Away,RADFORD,SOUTH-CAROLINA-UPSTATE
16425,102.9,0.62,0.5,112.9,0.429,51.9,0.638,20.8,0.625,"January 10, 2019",112.9,0.596,0.308,0.625,102.9,0.345,48.1,0.604,21.3,5,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,70.2,RADFORD,Radford,South Carolina Upstate,big-south,2019-01-10-19-south-carolina-upstate,2019-01-10-19-south-carolina-upstate,Away,RADFORD,SOUTH-CAROLINA-UPSTATE
16427,132.3,0.6629999999999999,0.25,120.0,0.391,45.7,0.67,17.2,0.389,"January 24, 2019",120.0,0.5920000000000001,0.28300000000000003,0.882,132.3,0.391,54.3,0.632,11.8,15,"Donald N. Dedmon Center, Radford, Virginia",CHARLESTON-SOUTHERN,Charleston Southern,65.1,RADFORD,Radford,Radford,big-south,2019-01-24-19-radford,2019-01-24-19-radford,Home,RADFORD,CHARLESTON-SOUTHERN
16429,132.3,0.6629999999999999,0.25,120.0,0.391,45.7,0.67,17.2,0.389,"January 24, 2019",120.0,0.5920000000000001,0.28300000000000003,0.882,132.3,0.391,54.3,0.632,11.8,15,"Donald N. Dedmon Center, Radford, Virginia",CHARLESTON-SOUTHERN,Charleston Southern,65.1,RADFORD,Radford,Charleston Southern,big-south,2019-01-24-19-radford,2019-01-24-19-radford,Home,RADFORD,CHARLESTON-SOUTHERN
16431,100.0,0.509,0.273,101.5,0.438,48.4,0.547,14.0,0.5710000000000001,"January 30, 2019",101.5,0.518,0.268,0.6,100.0,0.3,51.6,0.531,16.1,15,"Donald N. Dedmon Center, Radford, Virginia",RADFORD,Radford,67.1,CAMPBELL,Campbell,Radford,big-south,2019-01-30-19-radford,2019-01-30-19-radford,Away,CAMPBELL,RADFORD
16433,100.0,0.509,0.273,101.5,0.438,48.4,0.547,14.0,0.5710000000000001,"January 30, 2019",101.5,0.518,0.268,0.6,100.0,0.3,51.6,0.531,16.1,15,"Donald N. Dedmon Center, Radford, Virginia",RADFORD,Radford,67.1,CAMPBELL,Campbell,Campbell,big-south,2019-01-30-19-radford,2019-01-30-19-radford,Away,CAMPBELL,RADFORD
16435,82.4,0.602,0.389,108.1,0.391,52.9,0.625,15.9,0.696,"February 2, 2019",108.1,0.398,0.424,0.56,82.4,0.233,47.1,0.43,14.6,14,"Winthrop Coliseum, Rock Hill, South Carolina",WINTHROP,Winthrop,74.4,RADFORD,Radford,Radford,big-south,2019-02-02-14-winthrop,2019-02-02-14-winthrop,Away,RADFORD,WINTHROP
16437,82.4,0.602,0.389,108.1,0.391,52.9,0.625,15.9,0.696,"February 2, 2019",108.1,0.398,0.424,0.56,82.4,0.233,47.1,0.43,14.6,14,"Winthrop Coliseum, Rock Hill, South Carolina",WINTHROP,Winthrop,74.4,RADFORD,Radford,Winthrop,big-south,2019-02-02-14-winthrop,2019-02-02-14-winthrop,Away,RADFORD,WINTHROP
16439,85.5,0.331,0.339,83.9,0.179,60.0,0.38,12.9,0.6920000000000001,"February 16, 2019",83.9,0.413,0.28800000000000003,0.667,85.5,0.407,40.0,0.448,15.8,12,"CSU Fieldhouse, Charleston, South Carolina",RADFORD,Radford,62.3,CHARLESTON-SOUTHERN,Charleston Southern,Radford,big-south,2019-02-16-17-charleston-southern,2019-02-16-17-charleston-southern,Home,CHARLESTON-SOUTHERN,RADFORD
16441,85.5,0.331,0.339,83.9,0.179,60.0,0.38,12.9,0.6920000000000001,"February 16, 2019",83.9,0.413,0.28800000000000003,0.667,85.5,0.407,40.0,0.448,15.8,12,"CSU Fieldhouse, Charleston, South Carolina",RADFORD,Radford,62.3,CHARLESTON-SOUTHERN,Charleston Southern,Charleston Southern,big-south,2019-02-16-17-charleston-southern,2019-02-16-17-charleston-southern,Home,CHARLESTON-SOUTHERN,RADFORD
16443,122.5,0.586,0.259,114.1,0.368,47.4,0.622,16.8,0.63,"February 21, 2019",114.1,0.613,0.226,0.7859999999999999,122.5,0.476,52.6,0.634,13.9,19,"Donald N. Dedmon Center, Radford, Virginia",WINTHROP,Winthrop,71.4,RADFORD,Radford,Radford,big-south,2019-02-21-19-radford,2019-02-21-19-radford,Home,RADFORD,WINTHROP
16445,122.5,0.586,0.259,114.1,0.368,47.4,0.622,16.8,0.63,"February 21, 2019",114.1,0.613,0.226,0.7859999999999999,122.5,0.476,52.6,0.634,13.9,19,"Donald N. Dedmon Center, Radford, Virginia",WINTHROP,Winthrop,71.4,RADFORD,Radford,Winthrop,big-south,2019-02-21-19-radford,2019-02-21-19-radford,Home,RADFORD,WINTHROP
16447,106.7,0.455,0.232,103.3,0.25,60.4,0.499,10.2,0.667,"March 2, 2019",103.3,0.511,0.391,0.944,106.7,0.304,39.6,0.5870000000000001,10.0,19,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",RADFORD,Radford,59.9,CAMPBELL,Campbell,Radford,big-south,2019-03-02-14-campbell,2019-03-02-14-campbell,Home,CAMPBELL,RADFORD
16449,106.7,0.455,0.232,103.3,0.25,60.4,0.499,10.2,0.667,"March 2, 2019",103.3,0.511,0.391,0.944,106.7,0.304,39.6,0.5870000000000001,10.0,19,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",RADFORD,Radford,59.9,CAMPBELL,Campbell,Campbell,big-south,2019-03-02-14-campbell,2019-03-02-14-campbell,Home,CAMPBELL,RADFORD
16451,100.0,0.411,0.081,85.7,0.304,40.6,0.419,11.1,0.531,"March 8, 2019",85.7,0.466,0.16899999999999998,0.8,100.0,0.429,59.4,0.494,12.4,22,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CHARLESTON-SOUTHERN,Charleston Southern,62.6,RADFORD,Radford,Radford,big-south,2019-03-08-18-radford,2019-03-08-18-radford,Home,RADFORD,CHARLESTON-SOUTHERN
16453,100.0,0.411,0.081,85.7,0.304,40.6,0.419,11.1,0.531,"March 8, 2019",85.7,0.466,0.16899999999999998,0.8,100.0,0.429,59.4,0.494,12.4,22,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",CHARLESTON-SOUTHERN,Charleston Southern,62.6,RADFORD,Radford,Charleston Southern,big-south,2019-03-08-18-radford,2019-03-08-18-radford,Home,RADFORD,CHARLESTON-SOUTHERN
16455,121.3,0.382,0.382,78.8,0.17600000000000002,41.9,0.392,15.9,0.0,"November 6, 2018",78.8,0.5760000000000001,0.319,0.609,121.3,0.481,58.1,0.585,10.9,1,"Ryan Center, Kingston, Rhode Island",BRYANT,Bryant,80.0,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2018-11-06-19-rhode-island,2018-11-06-19-rhode-island,Home,RHODE-ISLAND,BRYANT
16457,121.3,0.382,0.382,78.8,0.17600000000000002,41.9,0.392,15.9,0.0,"November 6, 2018",78.8,0.5760000000000001,0.319,0.609,121.3,0.481,58.1,0.585,10.9,1,"Ryan Center, Kingston, Rhode Island",BRYANT,Bryant,80.0,RHODE-ISLAND,Rhode Island,Bryant,northeast,2018-11-06-19-rhode-island,2018-11-06-19-rhode-island,Home,RHODE-ISLAND,BRYANT
16459,98.5,0.359,0.25,82.1,0.1,46.6,0.384,11.2,0.5,"November 13, 2018",82.1,0.469,0.563,0.778,98.5,0.16699999999999998,53.4,0.5429999999999999,16.7,3,"TD Arena, Charleston, South Carolina",RHODE-ISLAND,Rhode Island,66.7,COLLEGE-OF-CHARLESTON,College of Charleston,Rhode Island,atlantic-10,2018-11-13-19-college-of-charleston,2018-11-13-19-college-of-charleston,Home,COLLEGE-OF-CHARLESTON,RHODE-ISLAND
16461,98.5,0.359,0.25,82.1,0.1,46.6,0.384,11.2,0.5,"November 13, 2018",82.1,0.469,0.563,0.778,98.5,0.16699999999999998,53.4,0.5429999999999999,16.7,3,"TD Arena, Charleston, South Carolina",RHODE-ISLAND,Rhode Island,66.7,COLLEGE-OF-CHARLESTON,College of Charleston,College of Charleston,colonial,2018-11-13-19-college-of-charleston,2018-11-13-19-college-of-charleston,Home,COLLEGE-OF-CHARLESTON,RHODE-ISLAND
16463,80.6,0.481,0.35200000000000004,94.4,0.2,45.6,0.539,20.4,0.833,"November 24, 2018",94.4,0.371,0.306,0.632,80.6,0.083,54.4,0.408,18.5,2,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,72.0,STONY-BROOK,Stony Brook,Rhode Island,atlantic-10,2018-11-24-14-rhode-island,2018-11-24-14-rhode-island,Away,STONY-BROOK,RHODE-ISLAND
16465,80.6,0.481,0.35200000000000004,94.4,0.2,45.6,0.539,20.4,0.833,"November 24, 2018",94.4,0.371,0.306,0.632,80.6,0.083,54.4,0.408,18.5,2,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,72.0,STONY-BROOK,Stony Brook,Stony Brook,america-east,2018-11-24-14-rhode-island,2018-11-24-14-rhode-island,Away,STONY-BROOK,RHODE-ISLAND
16467,95.9,0.342,0.316,68.9,0.172,42.4,0.389,22.6,0.625,"November 28, 2018",68.9,0.387,0.31,0.727,95.9,0.13,57.6,0.436,13.9,3,"Ryan Center, Kingston, Rhode Island",BROWN,Brown,74.0,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2018-11-28-19-rhode-island,2018-11-28-19-rhode-island,Home,RHODE-ISLAND,BROWN
16469,95.9,0.342,0.316,68.9,0.172,42.4,0.389,22.6,0.625,"November 28, 2018",68.9,0.387,0.31,0.727,95.9,0.13,57.6,0.436,13.9,3,"Ryan Center, Kingston, Rhode Island",BROWN,Brown,74.0,RHODE-ISLAND,Rhode Island,Brown,ivy,2018-11-28-19-rhode-island,2018-11-28-19-rhode-island,Home,RHODE-ISLAND,BROWN
