awayindex,date,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,uid
2018-12-08-20-oregonOmaha,"December 8, 2018",13.1,5,"Matthew Knight Arena, Eugene, Oregon",NEBRASKA-OMAHA,Omaha,59.3,OREGON,Oregon,Omaha,summit,2018-12-08-20-oregon,Home,OREGON,NEBRASKA-OMAHA,Oregon,Omaha,0.5280797101449275,0.4538878842676311,0.5519848771266541,0.3333333333333333,5428
2018-11-14-20-nebraska-omahaOmaha,"November 14, 2018",15.6,1,"Baxter Arena, Omaha, Nebraska",NEBRASKA-OMAHA,Omaha,75.1,NORTHERN-ARIZONA,Northern Arizona,Omaha,summit,2018-11-14-20-nebraska-omaha,Away,NORTHERN-ARIZONA,NEBRASKA-OMAHA,Northern Arizona,Omaha,0.556390977443609,0.4830508474576271,0.6239316239316239,0.5,5429
2018-11-16-21-coloradoOmaha,"November 16, 2018",19.7,2,"Coors Events/Conference Center, Boulder, Colorado",NEBRASKA-OMAHA,Omaha,72.3,COLORADO,Colorado,Omaha,summit,2018-11-16-21-colorado,Home,COLORADO,NEBRASKA-OMAHA,Colorado,Omaha,0.5251256281407035,0.4759358288770054,0.569060773480663,0.3333333333333333,5430
2018-11-26-20-iowa-stateOmaha,"November 26, 2018",15.0,6,"James H. Hilton Coliseum , Ames, Iowa",NEBRASKA-OMAHA,Omaha,75.4,IOWA-STATE,Iowa State,Omaha,big-12,2018-11-26-20-iowa-state,Home,IOWA-STATE,NEBRASKA-OMAHA,Iowa State,Omaha,0.546916890080429,0.4875346260387812,0.5379008746355685,0.5,5431
2018-11-06-20-minnesotaOmaha,"November 6, 2018",20.0,1,"Williams Arena, Minneapolis, Minnesota",NEBRASKA-OMAHA,Omaha,81.1,MINNESOTA,Minnesota,Omaha,big-ten,2018-11-06-20-minnesota,Home,MINNESOTA,NEBRASKA-OMAHA,Minnesota,Omaha,,,,,5432
2019-03-12-21-nebraska-omahaOmaha,"March 12, 2019",10.2,21,"Denny Sanford Premier Center, Sioux Falls, South Dakota",NEBRASKA-OMAHA,Omaha,60.7,NORTH-DAKOTA-STATE,North Dakota State,Omaha,summit,2019-03-12-21-nebraska-omaha,Away,NORTH-DAKOTA-STATE,NEBRASKA-OMAHA,North Dakota State,Omaha,0.5476558475012879,0.4882751433038041,0.5485621269669018,0.6774193548387096,5433
2018-12-30-17-nebraska-omahaOmaha,"December 30, 2018",13.1,7,"Baxter Arena, Omaha, Nebraska",NEBRASKA-OMAHA,Omaha,77.1,ORAL-ROBERTS,Oral Roberts,Omaha,summit,2018-12-30-17-nebraska-omaha,Away,ORAL-ROBERTS,NEBRASKA-OMAHA,Oral Roberts,Omaha,0.5480656506447831,0.4508196721311475,0.5475330926594465,0.5,5434
2019-02-28-20-oral-robertsOmaha,"February 28, 2019",9.7,11,"Mabee Center, Tulsa, Oklahoma",NEBRASKA-OMAHA,Omaha,67.4,ORAL-ROBERTS,Oral Roberts,Omaha,summit,2019-02-28-20-oral-roberts,Home,ORAL-ROBERTS,NEBRASKA-OMAHA,Oral Roberts,Omaha,0.5519904931669638,0.4867469879518072,0.5512740832815414,0.6666666666666666,5435
2019-03-21-13-auburnNew Mexico State,"March 21, 2019",13.1,27,"Vivint Smart Home Arena, Salt Lake City, Utah",NEW-MEXICO-STATE,New Mexico State,70.4,AUBURN,Auburn,New Mexico State,sec,2019-03-21-13-auburn,Home,AUBURN,NEW-MEXICO-STATE,Auburn,New Mexico State,0.5372366487016168,0.5791399817017383,0.4838356164383562,0.8823529411764706,5436
2018-11-14-21-new-mexico-stateNew Mexico State,"November 14, 2018",8.4,2,"Pan American Center, Las Cruces, New Mexico",NEW-MEXICO-STATE,New Mexico State,62.3,SAINT-MARYS-CA,Saint Mary's,New Mexico State,wac,2018-11-14-21-new-mexico-state,Away,SAINT-MARYS-CA,NEW-MEXICO-STATE,Saint Mary's (CA),New Mexico State,0.5287769784172662,0.6041666666666666,0.4736842105263158,1.0,5437
2018-12-22-19-drakeNew Mexico State,"December 22, 2018",19.9,9,"Orleans Arena, Paradise, Nevada",NEW-MEXICO-STATE,New Mexico State,68.2,DRAKE,Drake,New Mexico State,wac,2018-12-22-19-drake,Home,DRAKE,NEW-MEXICO-STATE,Drake,New Mexico State,0.5269679300291545,0.5649794801641587,0.5008347245409015,0.8181818181818182,5438
2018-12-08-20-kansasNew Mexico State,"December 8, 2018",17.0,8,"Sprint Center, Kansas City, Missouri",NEW-MEXICO-STATE,New Mexico State,65.2,KANSAS,Kansas,New Mexico State,big-12,2018-12-08-20-kansas,Home,KANSAS,NEW-MEXICO-STATE,Kansas,New Mexico State,0.5149105367793241,0.5669144981412639,0.5160919540229885,0.875,5439
2019-01-03-22-california-baptistNew Mexico State,"January 3, 2019",20.8,9,"CBU Events Center, Riverside, California",NEW-MEXICO-STATE,New Mexico State,73.4,CALIFORNIA-BAPTIST,California Baptist,New Mexico State,wac,2019-01-03-22-california-baptist,Home,CALIFORNIA-BAPTIST,NEW-MEXICO-STATE,California Baptist,New Mexico State,0.5251428571428571,0.5676567656765676,0.5101078167115903,0.7857142857142857,5440
2018-11-23-19-kentuckyTennessee State,"November 23, 2018",16.7,5,"Rupp Arena, Lexington, Kentucky",TENNESSEE-STATE,Tennessee State,70.8,KENTUCKY,Kentucky,Tennessee State,sec,2018-11-23-19-kentucky,Home,KENTUCKY,TENNESSEE-STATE,Kentucky,Tennessee State,0.5385756676557863,0.5371428571428571,0.4982394366197183,0.4,5441
2018-11-20-22-cal-state-northridgeTennessee State,"November 20, 2018",20.7,1,"The Matadome, Northridge, California",TENNESSEE-STATE,Tennessee State,80.2,CAL-STATE-NORTHRIDGE,Cal State Northridge,Tennessee State,ovc,2018-11-20-22-cal-state-northridge,Home,CAL-STATE-NORTHRIDGE,TENNESSEE-STATE,Cal State Northridge,Tennessee State,0.551660516605166,0.5508771929824562,0.47402597402597396,0.5,5442
2019-02-09-19-eastern-kentuckyTennessee State,"February 9, 2019",16.7,11,"McBrayer Arena, Richmond, Kentucky",TENNESSEE-STATE,Tennessee State,76.7,EASTERN-KENTUCKY,Eastern Kentucky,Tennessee State,ovc,2019-02-09-19-eastern-kentucky,Home,EASTERN-KENTUCKY,TENNESSEE-STATE,Eastern Kentucky,Tennessee State,0.5003725782414307,0.5030633083730429,0.5338709677419354,0.3478260869565217,5443
2018-11-13-20-tennessee-stateTennessee State,"November 13, 2018",20.2,0,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,74.8,ARKANSAS-LITTLE-ROCK,Little Rock,Tennessee State,sun-belt,2018-11-13-20-tennessee-state,Away,ARKANSAS-LITTLE-ROCK,TENNESSEE-STATE,Little Rock,Tennessee State,0.4857142857142857,0.43478260869565216,0.5175438596491229,0.0,5444
2018-12-15-17-tennessee-stateTennessee State,"December 15, 2018",23.9,3,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,70.1,NORTH-CAROLINA-AT,North Carolina A&T,Tennessee State,meac,2018-12-15-17-tennessee-state,Away,NORTH-CAROLINA-AT,TENNESSEE-STATE,North Carolina A&T,Tennessee State,0.5189620758483033,0.5160075329566854,0.494199535962877,0.375,5445
2019-01-19-18-belmontTennessee State,"January 19, 2019",17.2,13,"Curb Event Center, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,73.3,BELMONT,Belmont,Tennessee State,ovc,2019-01-19-18-belmont,Home,BELMONT,TENNESSEE-STATE,Belmont,Tennessee State,0.4880597014925373,0.5036697247706422,0.5283648498331479,0.29411764705882354,5446
2019-02-14-20-tennessee-stateTennessee State,"February 14, 2019",16.6,8,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,69.9,BELMONT,Belmont,Tennessee State,ovc,2019-02-14-20-tennessee-state,Away,BELMONT,TENNESSEE-STATE,Belmont,Tennessee State,0.4971590909090909,0.5003236245954693,0.5285714285714286,0.3333333333333333,5447
2019-02-21-20-tennessee-stateTennessee State,"February 21, 2019",17.7,8,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,75.5,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,Tennessee State,ovc,2019-02-21-20-tennessee-state,Away,SOUTHERN-ILLINOIS-EDWARDSVILLE,TENNESSEE-STATE,SIU Edwardsville,Tennessee State,0.4963696369636964,0.4948948948948949,0.5306049822064057,0.3076923076923077,5448
2018-12-29-13-vanderbiltTennessee State,"December 29, 2018",9.8,8,"Memorial Gymnasium, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,76.7,VANDERBILT,Vanderbilt,Tennessee State,ovc,2018-12-29-13-vanderbilt,Home,VANDERBILT,TENNESSEE-STATE,Vanderbilt,Tennessee State,0.4879336349924585,0.5006954102920723,0.524247491638796,0.2727272727272727,5449
2019-01-24-21-austin-peayTennessee State,"January 24, 2019",15.0,14,"Winfield Dunn Center, Clarksville, Tennessee",TENNESSEE-STATE,Tennessee State,76.1,AUSTIN-PEAY,Austin Peay,Tennessee State,ovc,2019-01-24-21-austin-peay,Home,AUSTIN-PEAY,TENNESSEE-STATE,Austin Peay,Tennessee State,0.4873949579831933,0.5056374674761491,0.5410094637223974,0.2777777777777778,5450
2019-01-12-20-tennessee-stateTennessee State,"January 12, 2019",18.8,4,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,71.9,MOREHEAD-STATE,Morehead State,Tennessee State,ovc,2019-01-12-20-tennessee-state,Away,MOREHEAD-STATE,TENNESSEE-STATE,Morehead State,Tennessee State,0.4864253393665158,0.5062370062370062,0.5299625468164794,0.26666666666666666,5451
2019-01-26-20-murray-stateTennessee State,"January 26, 2019",6.2,16,"CFSB Center, Murray, Kentucky",TENNESSEE-STATE,Tennessee State,68.8,MURRAY-STATE,Murray State,Tennessee State,ovc,2019-01-26-20-murray-state,Home,MURRAY-STATE,TENNESSEE-STATE,Murray State,Tennessee State,0.4937555753791258,0.5016556291390728,0.5452286282306164,0.2631578947368421,5452
2019-01-05-18-tennessee-stateTennessee State,"January 5, 2019",27.5,3,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,66.9,JACKSONVILLE-STATE,Jacksonville State,Tennessee State,ovc,2019-01-05-18-tennessee-state,Away,JACKSONVILLE-STATE,TENNESSEE-STATE,Jacksonville State,Tennessee State,0.4813624678663239,0.5112160566706021,0.5286532951289399,0.2307692307692308,5453
2019-02-16-20-jacksonville-stateTennessee State,"February 16, 2019",17.8,19,"Pete Mathews Coliseum, Jacksonville, Alabama",TENNESSEE-STATE,Tennessee State,65.8,JACKSONVILLE-STATE,Jacksonville State,Tennessee State,ovc,2019-02-16-20-jacksonville-state,Home,JACKSONVILLE-STATE,TENNESSEE-STATE,Jacksonville State,Tennessee State,0.4952185792349727,0.4978301301921885,0.5281481481481481,0.32,5454
2019-03-02-16-tennessee-martinTennessee State,"March 2, 2019",20.6,11,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-STATE,Tennessee State,80.8,TENNESSEE-MARTIN,UT-Martin,Tennessee State,ovc,2019-03-02-16-tennessee-martin,Home,TENNESSEE-MARTIN,TENNESSEE-STATE,Tennessee-Martin,Tennessee State,0.4985163204747775,0.5,0.5301475304682489,0.3103448275862069,5455
2019-02-28-20-southeast-missouri-stateTennessee State,"February 28, 2019",14.4,10,"Show Me Center, Cape Girardeau, Missouri",TENNESSEE-STATE,Tennessee State,70.3,SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Tennessee State,ovc,2019-02-28-20-southeast-missouri-state,Home,SOUTHEAST-MISSOURI-STATE,TENNESSEE-STATE,Southeast Missouri State,Tennessee State,0.4993838570548367,0.4988851727982162,0.525082508250825,0.32142857142857145,5456
2018-11-10-16-lipscombTennessee State,"November 10, 2018",20.3,2,"Allen Arena, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,84.5,LIPSCOMB,Lipscomb,Tennessee State,atlantic-sun,2018-11-10-16-lipscomb,Home,LIPSCOMB,TENNESSEE-STATE,Lipscomb,Tennessee State,,,,,5457
2018-12-18-19-akronTennessee State,"December 18, 2018",19.6,7,"James A. Rhodes Arena, Akron, Ohio",TENNESSEE-STATE,Tennessee State,74.4,AKRON,Akron,Tennessee State,ovc,2018-12-18-19-akron,Home,AKRON,TENNESSEE-STATE,Akron,Tennessee State,0.5264116575591985,0.5154109589041096,0.5030364372469636,0.3333333333333333,5458
2018-12-22-15-memphisTennessee State,"December 22, 2018",26.4,7,"FedExForum, Memphis, Tennessee",TENNESSEE-STATE,Tennessee State,87.6,MEMPHIS,Memphis,Tennessee State,aac,2018-12-22-15-memphis,Home,MEMPHIS,TENNESSEE-STATE,Memphis,Tennessee State,0.5166389351081531,0.5123456790123457,0.5127737226277372,0.3,5459
2019-01-03-20-tennessee-stateTennessee State,"January 3, 2019",25.0,3,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,74.2,TENNESSEE-TECH,Tennessee Tech,Tennessee State,ovc,2019-01-03-20-tennessee-state,Away,TENNESSEE-TECH,TENNESSEE-STATE,Tennessee Tech,Tennessee State,0.4855371900826446,0.4993646759847522,0.5289634146341463,0.25,5460
2018-12-01-19-western-kentuckyTennessee State,"December 1, 2018",16.1,4,"E.A. Diddle Arena, Bowling Green, Kentucky",TENNESSEE-STATE,Tennessee State,75.1,WESTERN-KENTUCKY,Western Kentucky,Tennessee State,ovc,2018-12-01-19-western-kentucky,Home,WESTERN-KENTUCKY,TENNESSEE-STATE,Western Kentucky,Tennessee State,0.5281329923273658,0.5181598062953995,0.4955357142857143,0.3333333333333333,5461
2019-03-21-19-kentuckyAbilene Christian,"March 21, 2019",15.7,28,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",ABILENE-CHRISTIAN,Abilene Christian,63.4,KENTUCKY,Kentucky,Kentucky,sec,2019-03-21-19-kentucky,Home,KENTUCKY,ABILENE-CHRISTIAN,Kentucky,Abilene Christian,,,,,5462
2018-12-15-19-texas-techAbilene Christian,"December 15, 2018",13.7,10,"Lubbock Municipal Coliseum, Lubbock, Texas",ABILENE-CHRISTIAN,Abilene Christian,65.7,TEXAS-TECH,Texas Tech,Abilene Christian,southland,2018-12-15-19-texas-tech,Home,TEXAS-TECH,ABILENE-CHRISTIAN,Texas Tech,Abilene Christian,,,,,5463
2019-01-05-18-sam-houston-stateAbilene Christian,"January 5, 2019",24.8,6,"Johnson Coliseum, Huntsville, Texas",ABILENE-CHRISTIAN,Abilene Christian,66.9,SAM-HOUSTON-STATE,Sam Houston State,Abilene Christian,southland,2019-01-05-18-sam-houston-state,Home,SAM-HOUSTON-STATE,ABILENE-CHRISTIAN,Sam Houston State,Abilene Christian,,,,,5464
2019-02-09-19-abilene-christianAbilene Christian,"February 9, 2019",23.0,19,"Moody Coliseum , Abilene, Texas",ABILENE-CHRISTIAN,Abilene Christian,66.2,SAM-HOUSTON-STATE,Sam Houston State,Abilene Christian,southland,2019-02-09-19-abilene-christian,Away,SAM-HOUSTON-STATE,ABILENE-CHRISTIAN,Sam Houston State,Abilene Christian,,,,,5465
2019-02-23-16-abilene-christianAbilene Christian,"February 23, 2019",12.5,21,"Moody Coliseum , Abilene, Texas",ABILENE-CHRISTIAN,Abilene Christian,64.0,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Abilene Christian,southland,2019-02-23-16-abilene-christian,Away,SOUTHEASTERN-LOUISIANA,ABILENE-CHRISTIAN,Southeastern Louisiana,Abilene Christian,,,,,5466
2019-01-23-19-stephen-f-austinAbilene Christian,"January 23, 2019",26.3,10,"William Johnson Coliseum, Nacogdoches, Texas",ABILENE-CHRISTIAN,Abilene Christian,72.0,STEPHEN-F-AUSTIN,Stephen F. Austin,Abilene Christian,southland,2019-01-23-19-stephen-f-austin,Home,STEPHEN-F-AUSTIN,ABILENE-CHRISTIAN,Stephen F. Austin,Abilene Christian,,,,,5467
2018-12-01-20-pepperdineAbilene Christian,"December 1, 2018",20.2,5,"Firestone Fieldhouse, Malibu, California",ABILENE-CHRISTIAN,Abilene Christian,70.7,PEPPERDINE,Pepperdine,Abilene Christian,southland,2018-12-01-20-pepperdine,Home,PEPPERDINE,ABILENE-CHRISTIAN,Pepperdine,Abilene Christian,,,,,5468
2018-11-28-19-mississippiSan Diego,"November 28, 2018",17.9,4,"The Pavilion at Ole Miss, Oxford, Mississippi",SAN-DIEGO,San Diego,75.2,MISSISSIPPI,Ole Miss,San Diego,sec,2018-11-28-19-mississippi,Home,MISSISSIPPI,SAN-DIEGO,Mississippi,San Diego,0.5424929178470255,0.5710594315245479,0.4455882352941177,0.8333333333333334,5469
2019-02-02-20-gonzagaSan Diego,"February 2, 2019",13.1,21,"McCarthey Athletic Center, Spokane, Washington",SAN-DIEGO,San Diego,71.5,GONZAGA,Gonzaga,San Diego,wcc,2019-02-02-20-gonzaga,Home,GONZAGA,SAN-DIEGO,Gonzaga,San Diego,0.5429845904298459,0.5311572700296736,0.482463295269168,0.6818181818181818,5470
2019-02-16-22-san-diegoSan Diego,"February 16, 2019",11.0,16,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,66.4,GONZAGA,Gonzaga,San Diego,wcc,2019-02-16-22-san-diego,Away,GONZAGA,SAN-DIEGO,Gonzaga,San Diego,0.5415512465373962,0.5267515923566879,0.4940972222222222,0.6153846153846154,5471
2019-01-19-21-saint-marys-caSan Diego,"January 19, 2019",7.8,13,"McKeon Pavilion, Moraga, California",SAN-DIEGO,San Diego,68.1,SAINT-MARYS-CA,Saint Mary's,San Diego,wcc,2019-01-19-21-saint-marys-ca,Home,SAINT-MARYS-CA,SAN-DIEGO,Saint Mary's (CA),San Diego,0.5480591497227357,0.5384615384615384,0.4848341232227488,0.6842105263157895,5472
2019-02-23-21-san-diegoSan Diego,"February 23, 2019",14.4,17,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,63.0,SAINT-MARYS-CA,Saint Mary's,San Diego,wcc,2019-02-23-21-san-diego,Away,SAINT-MARYS-CA,SAN-DIEGO,Saint Mary's (CA),San Diego,0.5374759769378603,0.524822695035461,0.4964308890330954,0.6071428571428571,5473
2019-03-11-23-saint-marys-caSan Diego,"March 11, 2019",16.5,21,"Orleans Arena, Paradise, Nevada",SAN-DIEGO,San Diego,62.9,SAINT-MARYS-CA,Saint Mary's,San Diego,wcc,2019-03-11-23-saint-marys-ca,Home,SAINT-MARYS-CA,SAN-DIEGO,Saint Mary's (CA),San Diego,0.5301427815970386,0.5212613473483039,0.4889547413793103,0.6176470588235294,5474
2018-12-12-22-oregonSan Diego,"December 12, 2018",11.2,6,"Matthew Knight Arena, Eugene, Oregon",SAN-DIEGO,San Diego,63.1,OREGON,Oregon,San Diego,pac-12,2018-12-12-22-oregon,Home,OREGON,SAN-DIEGO,Oregon,San Diego,0.5485519591141397,0.5329052969502408,0.4748653500897666,0.8,5475
2019-01-12-16-san-diegoSan Diego,"January 12, 2019",18.4,12,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,71.7,PEPPERDINE,Pepperdine,San Diego,wcc,2019-01-12-16-san-diego,Away,PEPPERDINE,SAN-DIEGO,Pepperdine,San Diego,0.5498458376156218,0.5332050048123196,0.4878947368421053,0.7058823529411765,5476
2019-02-09-16-pepperdineSan Diego,"February 9, 2019",23.5,12,"Firestone Fieldhouse, Malibu, California",SAN-DIEGO,San Diego,69.5,PEPPERDINE,Pepperdine,San Diego,wcc,2019-02-09-16-pepperdine,Home,PEPPERDINE,SAN-DIEGO,Pepperdine,San Diego,0.5419161676646707,0.5299380591878872,0.4890895410082769,0.6666666666666666,5477
2019-01-03-22-santa-claraSan Diego,"January 3, 2019",19.2,9,"Leavey Center, Santa Clara, California",SAN-DIEGO,San Diego,69.0,SANTA-CLARA,Santa Clara,San Diego,wcc,2019-01-03-22-santa-clara,Home,SANTA-CLARA,SAN-DIEGO,Santa Clara,San Diego,0.5550458715596329,0.5323974082073434,0.491745283018868,0.7333333333333333,5478
2018-12-23-19-drakeSan Diego,"December 23, 2018",9.4,10,"Orleans Arena, Paradise, Nevada",SAN-DIEGO,San Diego,70.9,DRAKE,Drake,San Diego,wcc,2018-12-23-19-drake,Home,DRAKE,SAN-DIEGO,Drake,San Diego,0.5537848605577689,0.5317559153175592,0.4833564493758669,0.7692307692307693,5479
2018-11-12-23-washingtonSan Diego,"November 12, 2018",11.2,2,"Alaska Airlines Arena, Seattle, Washington",SAN-DIEGO,San Diego,65.2,WASHINGTON,Washington,San Diego,wcc,2018-11-12-23-washington,Home,WASHINGTON,SAN-DIEGO,Washington,San Diego,0.556,0.5692307692307692,0.4517543859649123,1.0,5480
2019-03-19-20-memphisSan Diego,"March 19, 2019",16.6,22,"FedExForum, Memphis, Tennessee",SAN-DIEGO,San Diego,73.7,MEMPHIS,Memphis,San Diego,aac,2019-03-19-20-memphis,Home,MEMPHIS,SAN-DIEGO,Memphis,San Diego,0.5298661174047374,0.519795062878435,0.4913385826771654,0.6,5481
2019-02-14-22-san-diegoSan Diego,"February 14, 2019",21.8,16,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,67.7,BRIGHAM-YOUNG,BYU,San Diego,wcc,2019-02-14-22-san-diego,Away,BRIGHAM-YOUNG,SAN-DIEGO,Brigham Young,San Diego,0.5387374461979914,0.5254798146922568,0.490566037735849,0.64,5482
2019-03-02-21-brigham-youngSan Diego,"March 2, 2019",13.4,19,"Marriott Center, Provo, Utah",SAN-DIEGO,San Diego,74.5,BRIGHAM-YOUNG,BYU,San Diego,wcc,2019-03-02-21-brigham-young,Home,BRIGHAM-YOUNG,SAN-DIEGO,Brigham Young,San Diego,0.5331541218637993,0.5172602739726028,0.4990920096852301,0.6,5483
2019-01-12-16-wagnerFairleigh Dickinson,"January 12, 2019",25.5,8,"Spiro Sports Center, Staten Island, New York",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,64.1,WAGNER,Wagner,Fairleigh Dickinson,northeast,2019-01-12-16-wagner,Home,WAGNER,FAIRLEIGH-DICKINSON,Wagner,Fairleigh Dickinson,0.5299884659746251,0.4901315789473684,0.5352798053527981,0.4,5484
2018-11-25-15-fairleigh-dickinsonFairleigh Dickinson,"November 25, 2018",12.9,3,"Rothman Center, Teaneck, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,68.2,LAFAYETTE,Lafayette,Fairleigh Dickinson,patriot,2018-11-25-15-fairleigh-dickinson,Away,LAFAYETTE,FAIRLEIGH-DICKINSON,Lafayette,Fairleigh Dickinson,0.5294117647058824,0.5261194029850746,0.484375,0.75,5485
2019-03-21-19-gonzagaFairleigh Dickinson,"March 21, 2019",13.4,31,"Vivint Smart Home Arena, Salt Lake City, Utah",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,68.8,GONZAGA,Gonzaga,Fairleigh Dickinson,wcc,2019-03-21-19-gonzaga,Home,GONZAGA,FAIRLEIGH-DICKINSON,Gonzaga,Fairleigh Dickinson,0.5492323980942297,0.4950980392156863,0.5098634294385432,0.6176470588235294,5486
2019-01-10-19-fairleigh-dickinsonFairleigh Dickinson,"January 10, 2019",17.7,6,"Rothman Center, Teaneck, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,71.1,CENTRAL-CONNECTICUT-STATE,Central Connecticut,Fairleigh Dickinson,northeast,2019-01-10-19-fairleigh-dickinson,Away,CENTRAL-CONNECTICUT-STATE,FAIRLEIGH-DICKINSON,Central Connecticut State,Fairleigh Dickinson,0.5289308176100629,0.4934445768772348,0.5277410832232496,0.42857142857142855,5487
2019-02-07-18-sacred-heartFairleigh Dickinson,"February 7, 2019",16.3,11,"William H. Pitt Center, Fairfield, Connecticut",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,72.3,SACRED-HEART,Sacred Heart,Fairleigh Dickinson,northeast,2019-02-07-18-sacred-heart,Home,SACRED-HEART,FAIRLEIGH-DICKINSON,Sacred Heart,Fairleigh Dickinson,0.5367118914604948,0.4842578710644678,0.5253419147224457,0.5,5488
2018-12-29-13-south-floridaFairleigh Dickinson,"December 29, 2018",19.2,10,"Sun Dome, Tampa, Florida",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,64.3,SOUTH-FLORIDA,South Florida,Fairleigh Dickinson,aac,2018-12-29-13-south-florida,Home,SOUTH-FLORIDA,FAIRLEIGH-DICKINSON,South Florida,Fairleigh Dickinson,0.5287081339712919,0.5095447870778267,0.5350734094616639,0.4545454545454545,5489
2018-12-01-13-holy-crossFairleigh Dickinson,"December 1, 2018",15.1,5,"Hart Recreation Center, Worcester, Massachusetts",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,70.0,HOLY-CROSS,Holy Cross,Fairleigh Dickinson,patriot,2018-12-01-13-holy-cross,Home,HOLY-CROSS,FAIRLEIGH-DICKINSON,Holy Cross,Fairleigh Dickinson,0.5339943342776204,0.5155440414507773,0.5135135135135135,0.5,5490
2018-11-27-20-providenceFairleigh Dickinson,"November 27, 2018",17.5,5,"Dunkin' Donuts Center, Providence, Rhode Island",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,67.1,PROVIDENCE,Providence,Fairleigh Dickinson,big-east,2018-11-27-20-providence,Home,PROVIDENCE,FAIRLEIGH-DICKINSON,Providence,Fairleigh Dickinson,0.5366666666666666,0.5213414634146342,0.5106007067137809,0.6,5491
2018-11-09-19-rutgersFairleigh Dickinson,"November 9, 2018",19.0,1,"Louis Brown Athletic Center, New Brunswick, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,76.1,RUTGERS,Rutgers,Fairleigh Dickinson,big-ten,2018-11-09-19-rutgers,Home,RUTGERS,FAIRLEIGH-DICKINSON,Rutgers,Fairleigh Dickinson,,,,,5492
2018-12-15-19-fairleigh-dickinsonFairleigh Dickinson,"December 15, 2018",9.4,4,"Rothman Center, Teaneck, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,70.0,NJIT,NJIT,Fairleigh Dickinson,atlantic-sun,2018-12-15-19-fairleigh-dickinson,Away,NJIT,FAIRLEIGH-DICKINSON,NJIT,Fairleigh Dickinson,0.5214592274678111,0.5228136882129277,0.5120087336244541,0.5,5493
2019-01-19-16-long-island-universityFairleigh Dickinson,"January 19, 2019",16.5,9,"Steinberg Wellness Center, Brooklyn, New York",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,71.8,LONG-ISLAND-UNIVERSITY,LIU,Fairleigh Dickinson,northeast,2019-01-19-16-long-island-university,Home,LONG-ISLAND-UNIVERSITY,FAIRLEIGH-DICKINSON,Long Island University,Fairleigh Dickinson,0.5278080697928026,0.4812889812889813,0.5367816091954023,0.375,5494
2019-02-14-18-fairleigh-dickinsonFairleigh Dickinson,"February 14, 2019",18.0,12,"Rothman Center, Teaneck, New Jersey",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,72.4,SAINT-FRANCIS-PA,Saint Francis (PA),Fairleigh Dickinson,northeast,2019-02-14-18-fairleigh-dickinson,Away,SAINT-FRANCIS-PA,FAIRLEIGH-DICKINSON,Saint Francis (PA),Fairleigh Dickinson,0.5335032774945375,0.4880871341048332,0.5215328467153285,0.5,5495
